name,ticker,recipe,feature_family,params,split,rows,accuracy,balanced_accuracy,f1_macro,f1_weighted,log_loss,roc_auc_ovr_weighted,cm_down_down,cm_down_neutral,cm_down_up,cm_neutral_down,cm_neutral_neutral,cm_neutral_up,cm_up_down,cm_up_neutral,cm_up_up,precision_down,recall_down,precision_neutral,recall_neutral,precision_up,recall_up,mean_future_5d_return_pred_down,mean_future_5d_return_pred_neutral,mean_future_5d_return_pred_up,long_short_spread_pred_up_minus_down
nvidia,NVDA,technical_rates,technical+rates,depth3_regularized_unweighted,validation,259,0.28185328185328185,0.3003139717425432,0.2803241558985638,0.2755544515883858,1.4551710266755764,0.43825746776057334,34,26,10,66,17,15,46,23,22,0.2328767123287671,0.4857142857142857,0.25757575757575757,0.17346938775510204,0.46808510638297873,0.24175824175824176,0.02542665732524255,0.015646150226633796,0.025820053802701973,0.0003933964774594234
nvidia,NVDA,technical_rates,technical+rates,depth4_slow_unweighted,validation,259,0.2702702702702703,0.28362114076399786,0.2681864360728166,0.2654749053905591,1.4277179387573355,0.4452682496160757,30,25,15,61,22,15,42,31,18,0.22556390977443608,0.42857142857142855,0.28205128205128205,0.22448979591836735,0.375,0.1978021978021978,0.026099102566733978,0.025032520353206057,0.011140899671761344,-0.014958202894972635
nvidia,NVDA,technical_rates,technical+rates,depth3_regularized_unweighted,test,260,0.2846153846153846,0.3185493185493185,0.20217640320733102,0.17939466032249538,1.456619073176262,0.5047501962579669,64,14,0,63,10,1,86,22,0,0.3004694835680751,0.8205128205128205,0.21739130434782608,0.13513513513513514,0.0,0.0,0.0202340925479974,0.03648590654581815,0.0289392061738695,0.008705113625872101
nvidia,NVDA,technical_rates,technical+rates,depth3_regularized_unweighted,recent_regime,341,0.2785923753665689,0.3295637743006164,0.15689234184239734,0.13699213321138778,1.4382210994660491,0.4684382120398892,92,3,0,145,3,0,93,5,0,0.2787878787878788,0.968421052631579,0.2727272727272727,0.02027027027027027,0.0,0.0,0.007695778694668821,0.03451329835585966,,
nvidia,NVDA,technical_dollar,technical+dollar,baseline_depth3,validation,259,0.2857142857142857,0.31151229722658297,0.25206035058347537,0.2460347055177992,1.3267581036990965,0.5031245753295442,43,21,6,70,26,2,65,21,5,0.24157303370786518,0.6142857142857143,0.38235294117647056,0.2653061224489796,0.38461538461538464,0.054945054945054944,0.025427461261270535,0.018762072636697817,0.012043951489894508,-0.013383509771376027
nvidia,NVDA,technical_dollar,technical+dollar,shallow_regularized,validation,259,0.30115830115830117,0.33082155939298796,0.26485276552965414,0.25665213331836145,1.241545337392177,0.5105173940577667,47,19,4,72,25,1,60,25,6,0.26256983240223464,0.6714285714285714,0.36231884057971014,0.25510204081632654,0.5454545454545454,0.06593406593406594,0.02171068355013234,0.025373444435322103,0.029227308332665656,0.0075166247825333155
nvidia,NVDA,technical_dollar,technical+dollar,depth3_regularized,validation,259,0.2857142857142857,0.31805337519623234,0.24472538385150103,0.23583976612775023,1.3077570303574804,0.5176191053520246,48,13,9,74,22,2,68,19,4,0.25263157894736843,0.6857142857142857,0.4074074074074074,0.22448979591836735,0.26666666666666666,0.04395604395604396,0.024630173173612588,0.02833262514928602,-0.016747616525173394,-0.041377789698785986
nvidia,NVDA,technical_dollar,technical+dollar,depth4_slow,validation,259,0.2972972972972973,0.3225536368393511,0.2567094729514353,0.2512938681073951,1.3281996592179754,0.5043404096199127,44,19,7,67,30,1,66,22,3,0.24858757062146894,0.6285714285714286,0.4225352112676056,0.30612244897959184,0.2727272727272727,0.03296703296703297,0.025125534704584337,0.02309052215600346,-0.011651482056130681,-0.036777016760715014
nvidia,NVDA,technical_dollar,technical+dollar,depth2_fast,validation,259,0.305019305019305,0.3317634746206175,0.27357693503597197,0.2665708649883117,1.2783834546536226,0.5087114621276112,45,19,6,70,27,1,56,28,7,0.2631578947368421,0.6428571428571429,0.36486486486486486,0.2755102040816326,0.5,0.07692307692307693,0.02068346898341831,0.028281666125863393,0.023483137406558153,0.0027996684231398443
nvidia,NVDA,technical_dollar,technical+dollar,depth3_conservative,validation,259,0.2702702702702703,0.3123495552066981,0.2128180637077434,0.19848241271728817,1.3161326792625792,0.5070509728894822,54,7,9,83,13,2,74,14,3,0.2559241706161137,0.7714285714285715,0.38235294117647056,0.1326530612244898,0.21428571428571427,0.03296703296703297,0.024715846522180597,0.03388741210784357,-0.029195372476896516,-0.05391121899907711
